"","Hour_Delay","Security_o","Airport_Distance","Number_of_flights","Support_Crew_Available","Weather","Baggage_loading_time","Late_Arrival_o"
"1372",0,46,459,43346,71,5,17,18
"1373",1,23,445,43224,132,5,18,19
"1374",1,39,436,47614,77,5,17,19
"1375",1,34,449,44979,41,5,17,18
"1376",1,50,459,40581,69,6,16,18
"1377",1,40,431,45425,2,6,17,19
"1378",0,44,434,39370,109,5,16,18
"1379",0,29,441,40745,103,5,17,17
"1380",1,41,479,45805,31,6,18,20
"1381",1,31,441,45911,11,6,17,18
"1382",0,31,454,39690,151,5,16,18
"1383",1,32,459,48322,13,6,18,19
"1384",1,35,458,42460,99,5,17,19
"1385",1,47,431,43411,97,5,17,19
"1386",0,45,463,44804,83,5,17,18
"1387",1,32,468,44519,47,6,17,19
"1388",1,41,459,48698,67,6,18,20
"1389",0,56,411,42409,159,5,17,18
"1390",1,30,442,44155,101,5,17,18
"1391",1,52,423,43298,33,6,18,20
"1392",0,45,418,42562,193,6,17,18
"1393",1,58,446,41709,112,6,17,20
"1394",1,36,443,44866,24,6,17,19
"1395",1,37,464,44794,107,6,17,19
"1396",0,36,418,43219,125,5,16,18
"1397",1,46,450,41577,67,5,17,19
"1398",1,32,470,42073,68,5,17,18
"1399",0,29,407,42484,5,5,16,19
"1400",1,40,446,45138,60,6,17,19
"1401",1,23,446,43621,81,5,17,19
"1402",0,28,424,41595,91,5,17,18
"1403",1,45,466,44326,101,5,17,19
"1404",1,38,472,44616,47,5,17,20
"1405",1,36,466,43325,58,5,18,20
"1406",1,48,450,47409,12,6,18,19
"1407",0,28,416,43568,44,5,16,18
"1408",1,23,419,42268,100,5,17,19
"1409",1,40,420,42077,107,5,17,20
"1410",1,48,437,45433,109,5,18,19
"1411",1,31,449,42113,80,6,17,19
"1412",1,37,454,43487,66,5,17,18
"1413",0,34,408,39998,78,5,17,18
"1414",1,46,422,43990,105,6,17,19
"1415",0,32,427,42925,133,5,16,17
"1416",1,36,472,42167,142,5,17,19
"1417",1,32,445,42557,118,5,17,19
"1418",1,43,445,45233,39,6,18,19
"1419",1,42,452,43018,99,6,17,20
"1420",1,45,442,46800,42,5,17,20
"1421",0,26,443,42434,88,5,16,18
"1422",0,31,445,38940,115,5,16,18
"1423",1,44,438,42249,71,6,17,19
"1424",0,38,452,38833,46,5,16,18
"1425",1,29,451,43733,98,5,17,19
"1426",0,32,432,46724,52,5,17,19
"1427",0,29,450,44553,56,5,17,18
"1428",0,47,434,42133,85,5,17,18
"1429",1,36,477,43634,3,5,17,19
"1430",1,29,443,44522,59,5,18,19
"1431",1,44,472,49198,98,5,17,19
"1432",0,45,438,41997,89,5,17,19
"1433",1,42,463,41282,123,5,17,19
"1434",1,43,476,46046,64,6,18,19
"1435",1,37,434,43980,40,6,17,19
"1436",0,49,418,41253,74,5,17,18
"1437",0,34,437,40129,117,5,16,18
"1438",1,39,440,42487,64,6,17,19
"1439",1,38,444,43487,142,6,17,19
"1440",1,37,430,44760,65,6,17,19
"1441",1,29,444,44812,72,6,17,19
"1442",1,44,456,42481,59,5,17,19
"1443",0,35,425,42501,128,5,16,18
"1444",1,44,453,42170,18,5,17,18
"1445",1,26,464,46129,153,5,17,19
"1446",1,43,436,47384,145,5,18,19
"1447",0,36,440,39074,96,6,16,19
"1448",1,46,458,46677,76,6,17,20
"1449",1,41,406,45306,69,6,17,20
"1450",0,52,454,42763,93,5,17,18
"1451",0,42,432,42808,45,5,17,18
"1452",0,44,450,42966,7,5,17,18
"1453",0,42,422,41214,103,5,16,18
"1454",0,39,426,38414,132,5,16,17
"1455",1,39,475,40720,21,5,18,19
"1456",1,39,428,42051,120,6,17,19
"1457",0,39,436,38314,97,5,16,18
"1458",1,30,464,45693,43,6,18,20
"1459",1,37,457,43410,105,5,18,19
"1460",1,34,438,42792,77,6,17,19
"1461",1,45,439,42894,98,5,17,19
"1462",0,39,434,41954,96,5,17,19
"1463",0,39,437,43689,34,5,17,19
"1464",0,32,421,36216,158,5,16,17
"1465",0,29,433,37491,91,5,16,18
"1466",1,47,429,41682,83,6,17,18
"1467",1,23,471,49347,25,5,18,20
"1468",0,40,441,40199,104,5,17,17
"1469",1,46,438,44070,80,5,17,19
"1470",1,28,449,44110,105,5,17,19
"1471",0,27,437,39706,106,5,16,18
"1472",0,42,430,40957,11,5,16,18
"1473",0,27,442,42476,2,5,17,19
"1474",0,24,443,43190,64,5,17,19
"1475",1,41,458,43411,74,5,17,20
"1476",1,29,456,41063,64,6,17,18
"1477",1,33,448,42341,62,5,17,18
"1478",1,39,431,42096,44,6,17,20
"1479",1,49,456,45586,120,5,17,19
"1480",1,34,443,46283,91,5,18,19
"1481",1,41,450,45306,126,5,16,19
"1482",0,37,432,40706,79,6,16,17
"1483",0,27,435,41926,105,5,16,18
"1484",1,37,468,45572,81,5,17,19
"1485",0,36,430,43267,130,5,16,18
"1486",0,36,422,39679,99,5,17,19
"1487",1,38,455,43351,17,5,17,18
"1488",0,26,437,39663,130,6,17,18
"1489",0,37,422,38969,94,5,16,18
"1490",1,42,438,42531,41,5,17,19
"1491",0,30,428,42731,86,5,17,18
"1492",1,33,486,51315,44,6,18,21
"1493",0,41,423,43689,87,5,17,19
"1494",0,37,459,37691,71,5,16,17
"1495",0,31,440,44120,71,5,17,18
"1496",1,49,455,40073,34,6,17,17
"1497",0,43,430,40423,144,6,16,18
"1498",1,36,475,46571,127,5,17,20
"1499",1,31,452,45846,81,5,17,19
"1500",0,46,438,42606,69,5,17,19
"1501",1,36,447,43587,12,5,17,18
"1502",1,37,415,42020,79,6,17,19
"1503",1,33,422,43101,122,5,17,18
"1504",1,31,443,42420,160,6,17,18
"1505",1,28,466,47405,61,5,17,19
"1506",1,43,441,45281,55,6,17,19
"1507",0,26,415,41465,77,6,16,18
"1508",0,32,413,42288,128,5,16,18
"1509",0,38,409,38191,115,6,16,18
"1510",0,39,429,35779,99,5,15,17
"1511",1,40,432,43145,113,5,17,20
"1512",1,46,414,40128,64,6,17,19
"1513",1,28,453,47480,120,5,18,20
"1514",1,46,455,45497,136,6,17,19
"1515",0,30,417,40680,70,5,15,18
"1516",1,35,458,41617,80,5,17,19
"1517",1,40,429,43679,15,6,18,19
"1518",1,24,455,42251,40,6,17,20
"1519",0,32,427,35828,70,5,16,18
"1520",1,38,453,40131,87,5,17,20
"1521",1,38,432,42154,183,6,17,19
"1522",1,43,453,45993,133,5,18,20
"1523",1,32,470,44440,25,5,17,18
"1524",1,34,439,45352,39,5,17,19
"1525",1,30,480,45684,7,6,18,19
"1526",1,37,452,42092,17,5,17,18
"1527",1,27,449,46438,79,6,17,19
"1528",1,23,438,43162,124,5,17,19
"1529",0,37,424,41066,68,5,17,18
"1530",1,37,445,46659,34,5,17,19
"1531",0,30,446,40498,79,6,17,18
"1532",1,21,442,44627,77,6,17,19
"1533",1,54,456,43042,112,5,17,19
"1534",0,34,428,42425,102,5,16,18
"1535",0,48,453,43875,59,5,17,19
"1536",0,27,430,38881,125,6,17,18
"1537",1,41,456,44316,108,6,17,19
"1538",1,39,468,48616,42,5,18,19
"1539",0,38,394,31441,130,5,15,17
"1540",1,36,428,45090,87,6,18,19
"1541",1,36,431,44646,92,5,18,19
"1542",0,37,410,42574,208,5,17,17
"1543",1,35,441,46896,46,6,17,19
"1544",1,27,432,46956,114,6,17,18
"1545",1,42,448,41824,58,6,18,19
"1546",0,39,475,40556,110,5,16,18
"1547",1,36,444,43226,80,5,17,18
"1548",1,39,491,43517,44,6,17,19
"1549",1,32,446,44743,84,5,17,19
"1550",0,30,425,43254,188,5,17,20
"1551",1,29,456,43183,10,5,17,18
"1552",0,50,468,43920,120,5,17,18
"1553",1,41,445,46048,51,6,17,19
"1554",1,54,440,44053,78,5,17,20
"1555",1,36,455,43451,73,6,17,18
"1556",1,41,457,44228,128,5,17,19
"1557",1,42,454,42899,103,6,17,20
"1558",1,37,435,45490,7,5,18,19
"1559",0,37,431,43780,92,5,16,19
"1560",1,47,451,42630,57,6,18,18
"1561",0,34,419,40896,119,5,16,18
"1562",1,34,429,43204,31,5,17,20
"1563",0,39,429,39318,76,5,16,18
"1564",1,46,450,46126,159,6,17,20
"1565",0,42,449,41939,4,5,17,19
"1566",1,42,452,46735,47,6,17,20
"1567",1,44,463,45794,68,5,18,19
"1568",1,43,461,45908,48,6,18,19
"1569",0,32,454,41986,105,6,16,18
"1570",1,34,454,50643,85,5,19,20
"1571",1,28,455,43109,121,6,17,18
"1572",1,31,476,43887,105,5,17,19
"1573",0,55,441,44177,93,6,17,18
"1574",1,27,456,44170,46,5,18,19
"1575",0,32,394,37974,174,5,16,18
"1576",1,31,428,44690,44,6,17,19
"1577",1,47,445,48794,66,5,18,19
"1578",1,41,438,42798,82,5,17,19
"1579",0,28,433,38596,123,5,17,18
"1580",1,42,453,41656,101,5,17,19
"1581",1,41,449,42341,168,6,17,19
"1582",0,50,394,41015,101,5,17,17
"1583",1,32,436,42099,67,6,17,19
"1584",0,31,378,32101,110,5,15,16
"1585",0,35,428,42575,129,5,17,18
"1586",0,45,438,43664,134,5,17,19
"1587",1,42,446,42710,64,5,17,19
"1588",1,43,462,47704,28,5,17,20
"1589",0,44,438,45042,163,5,17,19
"1590",0,40,429,42901,123,5,17,18
"1591",1,41,464,49007,29,5,18,20
"1592",1,46,456,44966,33,6,17,19
"1593",0,45,432,43593,83,6,17,18
"1594",0,42,419,36538,152,6,16,18
"1595",1,46,443,46787,49,6,18,19
"1596",0,27,454,41752,70,6,17,17
"1597",1,25,442,45820,22,5,17,19
"1598",0,37,427,41858,147,5,16,18
"1599",0,29,416,39240,64,5,16,18
"1600",0,29,464,42457,89,5,17,19
"1601",0,23,447,40856,101,5,17,19
"1602",0,39,464,40696,75,5,16,18
"1603",1,40,421,44135,108,5,17,19
"1604",1,48,429,45293,8,5,18,21
"1605",1,46,459,43672,92,5,18,19
"1606",0,23,448,44314,69,6,17,18
"1607",0,44,443,42214,39,5,16,18
"1608",1,45,442,43583,82,5,17,20
"1609",0,40,404,43781,40,5,17,19
"1610",1,39,461,43982,93,6,18,19
"1611",0,36,436,37932,169,5,17,19
"1612",0,40,409,38661,72,5,16,18
"1613",0,39,441,36857,66,5,16,18
"1614",0,38,429,42200,92,6,16,19
"1615",1,42,437,46014,69,5,17,20
"1616",1,32,428,45958,73,5,17,19
"1617",0,26,421,43303,63,6,17,19
"1618",1,35,453,43918,86,6,17,19
"1619",1,33,458,44320,136,5,17,19
"1620",1,32,428,42466,60,6,17,18
"1621",1,38,453,45640,110,6,17,18
"1622",0,34,420,43378,133,6,17,20
"1623",0,30,435,45439,79,5,17,18
"1624",1,32,454,46970,23,6,18,20
"1625",0,48,443,39866,90,5,17,19
"1626",1,43,440,41602,78,5,17,19
"1627",1,26,450,43965,92,5,17,19
"1628",0,37,445,39523,121,5,17,18
"1629",0,37,442,41470,88,5,16,19
"1630",1,45,446,47428,102,5,18,19
"1631",1,44,449,43869,117,6,17,18
"1632",0,35,454,41915,105,6,17,18
"1633",1,31,461,49442,77,6,18,20
"1634",1,35,419,43020,7,5,17,19
"1635",1,36,445,41849,159,5,17,19
"1636",1,35,430,44915,106,6,17,18
"1637",1,29,450,43517,108,6,17,18
"1638",1,37,428,44754,80,6,17,18
"1639",1,41,462,45780,32,5,18,19
"1640",1,27,431,47599,57,6,18,20
"1641",1,39,462,43931,36,5,17,19
"1642",1,36,462,43299,48,6,17,19
"1643",1,35,481,45042,33,5,17,19
"1644",1,44,418,45025,27,6,17,19
"1645",1,32,433,43801,92,6,18,19
"1646",0,36,424,41247,79,5,16,18
"1647",1,42,418,41382,93,5,17,18
"1648",0,33,460,42220,41,5,17,19
"1649",1,50,438,45820,74,5,17,19
"1650",1,31,445,41149,92,6,17,18
"1651",0,44,448,43051,172,5,17,18
"1652",0,35,395,29475,190,5,15,16
"1653",1,28,465,42976,84,5,16,19
"1654",0,43,434,40523,80,5,16,18
"1655",1,31,448,44768,58,5,18,20
"1656",1,32,472,45658,103,6,18,19
"1657",1,33,458,46300,14,6,18,19
"1658",1,42,447,44303,99,5,18,19
"1659",0,48,430,46076,122,6,17,20
"1660",1,39,443,42734,99,5,18,19
"1661",0,23,423,42221,118,5,16,18
"1662",1,38,449,44305,52,6,17,19
"1663",0,36,431,38548,65,5,17,18
"1664",0,28,437,38261,136,5,16,18
"1665",1,47,454,45773,115,6,17,19
"1666",1,51,455,48231,88,6,18,20
"1667",0,38,438,41081,52,5,16,18
"1668",1,40,440,45418,155,5,18,19
"1669",0,49,435,41979,52,5,16,19
"1670",0,36,448,42363,148,6,16,17
"1671",0,35,442,42421,55,5,17,19
"1672",0,40,430,41612,115,5,16,18
"1673",1,32,464,46454,83,6,18,21
"1674",1,25,477,47531,126,5,17,19
"1675",1,35,427,45689,66,5,18,19
"1676",1,35,461,48863,7,6,18,20
"1677",1,40,451,44953,24,6,17,18
"1678",0,36,425,36717,41,5,15,17
"1679",0,44,461,41153,81,5,16,18
"1680",0,41,435,39819,66,5,16,18
"1681",1,32,431,44629,84,6,17,19
"1682",0,28,442,43205,127,5,16,18
"1683",0,48,446,41828,120,5,17,18
"1684",1,36,461,46596,12,6,18,20
"1685",1,30,446,43642,69,6,17,19
"1686",1,37,449,43029,68,5,17,19
"1687",0,43,464,41349,85,5,17,19
"1688",1,30,476,45233,121,5,17,19
"1689",1,47,454,46629,60,6,18,20
"1690",0,32,428,43008,129,5,16,17
"1691",0,38,461,40622,79,5,17,18
"1692",1,35,444,47400,49,6,17,19
"1693",1,38,433,44961,77,5,18,20
"1694",1,32,471,45224,81,6,18,18
"1695",1,37,474,45378,26,6,17,19
"1696",1,25,450,41094,118,5,18,19
"1697",1,43,437,42201,74,6,17,19
"1698",1,28,440,44773,87,5,16,19
"1699",0,39,441,42263,18,5,17,19
"1700",1,29,466,43997,46,6,18,19
"1701",1,47,459,47549,156,6,17,20
"1702",0,34,427,42887,106,5,17,18
"1703",1,43,448,44713,67,6,18,18
"1704",0,42,419,41801,112,5,16,19
"1705",0,30,434,42963,62,5,17,18
"1706",1,31,438,45419,111,5,17,19
"1707",1,42,444,45555,88,6,18,19
"1708",1,41,463,41023,167,5,17,19
"1709",1,43,438,45180,102,5,17,19
"1710",0,40,449,42547,105,5,16,18
"1711",1,33,428,43737,68,5,17,19
"1712",0,34,437,41028,77,6,17,19
"1713",1,43,430,47025,99,5,17,19
"1714",1,26,458,44882,36,6,18,19
"1715",1,34,448,44745,45,5,17,19
"1716",1,34,467,42203,23,5,17,20
"1717",1,31,453,41048,80,5,17,18
"1718",1,38,470,49007,78,5,17,20
"1719",0,40,444,41281,83,5,16,18
"1720",0,43,423,36599,185,6,15,17
"1721",1,41,448,48873,33,6,17,20
"1722",1,31,465,47752,104,6,18,20
"1723",1,33,450,42138,137,5,17,19
"1724",0,43,445,42489,91,6,17,19
"1725",0,32,427,35317,116,5,16,17
"1726",1,35,477,44545,147,5,17,19
"1727",0,39,457,40105,127,5,16,18
"1728",0,37,427,40874,55,5,16,18
"1729",0,48,438,43135,41,6,17,19
"1730",1,36,465,47125,4,5,17,20
"1731",1,47,452,44387,86,6,17,19
"1732",1,50,447,42780,128,6,17,20
"1733",0,30,446,42232,144,6,17,19
"1734",0,33,435,43463,33,5,17,18
"1735",1,52,474,48312,82,6,18,19
"1736",1,37,463,48524,16,6,19,21
"1737",0,43,428,43882,104,5,16,18
"1738",0,46,426,41995,167,5,17,19
"1739",1,28,444,43521,73,6,17,19
"1740",0,31,418,38773,134,5,17,18
"1741",1,36,453,43539,134,6,17,19
"1742",1,33,437,42981,126,5,17,18
"1743",0,39,451,43337,136,5,16,19
"1744",0,33,417,44018,119,5,17,18
"1745",1,32,460,42848,112,6,17,19
"1746",0,50,446,40651,130,5,16,18
"1747",1,29,430,46210,135,6,17,19
"1748",1,39,478,50969,43,6,18,20
"1749",0,23,421,40320,53,5,17,18
"1750",1,42,465,45175,62,5,17,18
"1751",0,43,438,37756,142,5,16,17
"1752",1,36,427,44693,43,6,18,20
"1753",1,38,457,39287,64,6,18,20
"1754",0,49,428,41542,166,5,17,19
"1755",1,48,456,48553,62,6,18,20
"1756",1,42,460,47781,98,5,18,18
"1757",1,33,461,45276,149,6,17,20
"1758",1,35,460,44048,151,5,17,19
"1759",1,37,452,41189,89,6,17,19
"1760",1,32,452,43975,67,5,17,19
"1761",1,30,421,46959,48,5,17,18
"1762",0,40,439,41329,111,6,16,19
"1763",1,53,454,45278,3,6,17,20
"1764",0,26,412,43480,142,6,16,17
"1765",1,36,429,47852,1,6,18,20
"1766",1,37,471,44336,59,5,17,19
"1767",1,41,451,47491,83,5,17,19
"1768",0,26,464,43335,133,5,17,19
"1769",0,36,446,40718,103,5,16,18
"1770",0,30,427,40478,161,5,17,19
"1771",0,25,444,40468,116,5,16,18
"1772",0,35,423,41309,9,5,16,17
"1773",1,33,453,44938,93,5,17,19
"1774",1,27,471,42995,59,5,17,19
"1775",1,24,436,43989,78,5,18,19
"1776",0,29,454,42027,189,6,16,19
"1777",1,47,416,44982,25,5,17,20
"1778",1,42,465,47595,71,6,18,20
"1779",0,39,449,42760,183,5,17,19
"1780",1,51,438,44445,64,5,17,19
"1781",1,39,468,43992,35,6,17,19
"1782",0,37,446,40529,134,5,17,17
"1783",1,33,440,43334,112,5,17,18
"1784",0,28,413,41510,80,5,16,18
"1785",1,28,441,44591,2,5,17,19
"1786",1,28,427,42714,92,5,17,19
"1787",1,47,462,44354,117,6,17,19
"1788",1,43,422,43349,38,6,17,19
"1789",1,32,452,45521,53,6,17,20
"1790",1,18,455,48161,35,6,18,18
"1791",1,35,441,41645,23,5,17,20
"1792",0,34,431,40967,168,5,16,18
"1793",1,40,457,46627,62,6,18,20
"1794",1,20,419,47731,18,6,18,19
"1795",0,41,437,40163,57,6,17,18
"1796",1,40,436,41457,21,6,17,19
"1797",1,32,449,49497,49,5,18,19
"1798",1,39,424,44596,149,6,17,19
"1799",1,39,411,41722,67,6,17,19
"1800",1,44,449,42617,121,6,17,19
"1801",1,29,453,48366,79,5,17,20
"1802",1,39,463,45442,108,6,18,19
"1803",0,41,424,40704,138,5,16,17
"1804",1,34,447,41560,88,6,17,19
"1805",1,36,450,42578,119,5,17,19
"1806",1,37,443,44763,120,5,17,20
"1807",0,39,419,39764,168,5,16,18
"1808",0,43,442,43580,162,5,16,18
"1809",1,43,441,50180,101,5,18,19
"1810",0,41,423,41030,114,5,17,19
"1811",0,34,424,39949,84,5,16,18
"1812",1,32,452,47134,172,6,17,19
"1813",0,37,421,42509,81,6,17,19
"1814",0,28,421,40676,138,5,17,18
"1815",0,27,421,32083,126,5,15,17
"1816",1,39,454,47005,7,5,17,19
"1817",1,57,454,42176,51,6,17,19
"1818",1,32,463,47847,37,5,17,21
"1819",1,28,453,42826,74,5,17,19
"1820",1,59,458,44899,83,5,18,19
"1821",1,55,428,43040,96,5,17,20
"1822",1,38,440,43775,62,5,17,19
"1823",0,47,450,43026,115,5,17,18
"1824",1,41,495,47348,59,5,18,20
"1825",1,29,442,44222,151,6,17,18
"1826",1,43,473,45602,104,6,17,20
"1827",1,37,405,41878,37,6,17,18
"1828",1,36,446,42818,77,6,17,19
"1829",1,41,452,47856,146,6,18,19
"1830",0,43,438,39501,141,5,16,17
"1831",1,33,448,44214,84,5,18,19
"1832",1,35,419,45734,88,5,17,19
"1833",1,42,442,43425,73,6,17,20
"1834",1,29,461,41737,121,5,18,19
"1835",1,31,444,46494,58,5,17,19
"1836",1,42,460,46031,40,6,17,19
"1837",1,38,450,44696,147,5,18,18
"1838",1,38,444,45372,101,5,17,19
"1839",1,39,433,44939,129,5,18,19
"1840",0,43,413,40690,130,5,17,18
"1841",1,40,470,47203,95,5,18,19
"1842",1,41,449,45404,90,5,17,19
"1843",0,30,426,43074,46,6,17,20
"1844",0,29,443,39148,128,5,16,19
"1845",1,38,447,42491,91,6,17,19
"1846",0,27,437,41561,119,6,16,20
"1847",0,46,426,42757,76,5,17,18
"1848",0,35,435,43407,54,6,17,18
"1849",0,33,399,42732,53,5,17,19
"1850",1,29,421,44267,91,6,17,19
"1851",1,35,417,44744,123,5,17,19
"1852",0,37,447,41979,116,5,16,17
"1853",1,35,422,41287,148,5,17,19
"1854",1,46,477,48440,67,6,18,19
"1855",0,33,432,41739,93,6,17,19
"1856",1,35,435,45658,77,6,17,19
"1857",1,49,444,44000,138,6,17,19
"1858",1,38,459,46451,58,5,17,19
"1859",1,41,450,40885,115,5,17,19
"1860",0,39,436,41856,60,5,17,19
"1861",0,37,427,40045,130,5,17,19
"1862",0,35,443,39887,131,5,16,17
"1863",1,36,464,47626,103,6,18,20
"1864",1,38,447,44844,65,5,18,19
"1865",1,41,427,46317,148,5,18,19
"1866",0,27,445,37516,85,5,17,17
"1867",1,34,410,43563,127,5,17,19
"1868",0,27,449,43803,62,5,17,18
"1869",0,45,451,42055,108,5,16,19
"1870",1,39,433,42873,142,5,17,19
"1871",1,29,429,46374,3,6,17,19
"1872",0,17,424,39653,153,5,16,19
"1873",1,24,451,43252,86,6,18,19
"1874",1,46,481,45842,176,6,17,20
"1875",0,32,429,41215,83,5,16,17
"1876",1,42,444,43994,18,6,18,19
"1877",0,37,461,41590,85,6,17,19
"1878",1,48,451,46450,42,6,18,19
"1879",1,33,456,43931,34,5,17,18
"1880",0,43,409,33147,172,5,15,16
"1881",1,39,425,43805,67,6,17,20
"1882",0,36,444,42294,73,5,17,18
"1883",0,24,440,39976,113,5,17,19
"1884",1,39,460,43022,65,5,17,19
"1885",0,40,426,41106,56,5,16,18
"1886",0,33,431,43069,32,5,17,19
"1887",0,37,459,41417,98,6,17,18
"1888",1,42,425,42629,46,6,17,18
"1889",0,36,431,41648,149,5,16,18
"1890",1,31,445,43244,86,5,17,18
"1891",0,34,438,44155,132,6,17,20
"1892",1,37,451,41423,102,5,17,19
"1893",1,40,438,43878,180,5,17,19
"1894",1,46,432,46146,105,6,17,18
"1895",0,27,421,40395,136,5,16,18
"1896",1,41,455,46001,33,5,18,19
"1897",1,34,438,43963,60,6,17,19
"1898",0,38,474,40295,67,5,17,18
"1899",1,34,474,43021,57,6,18,19
"1900",1,32,432,43020,19,6,17,19
"1901",0,35,450,40489,100,5,16,18
"1902",0,25,436,42331,155,5,17,19
"1903",0,34,417,41488,116,5,16,17
"1904",1,41,467,46981,27,5,18,20
"1905",1,43,441,44841,80,6,17,19
"1906",0,31,434,42997,157,5,17,18
"1907",1,43,454,46341,76,6,18,19
"1908",1,39,463,45404,62,5,18,18
"1909",0,36,446,40323,10,5,17,18
"1910",0,45,431,40365,153,5,16,18
"1911",0,33,452,42892,102,5,17,19
"1912",1,20,471,42347,48,5,17,19
"1913",0,32,431,38809,88,5,16,18
"1914",1,42,442,38830,24,5,17,18
"1915",0,33,420,36164,158,6,16,19
"1916",1,38,436,46403,70,6,17,19
"1917",1,19,439,45050,133,5,17,19
"1918",1,25,453,42086,72,5,17,20
"1919",1,51,416,43960,45,6,17,19
"1920",0,34,449,39570,65,6,16,18
"1921",1,30,443,44457,62,5,17,18
"1922",1,39,460,44066,76,6,16,18
"1923",1,33,468,47354,71,5,18,20
"1924",1,48,432,42761,73,6,17,19
"1925",1,37,432,41843,97,5,17,19
"1926",1,27,455,45486,116,5,17,19
"1927",0,41,476,41107,116,5,17,19
"1928",1,40,443,47598,39,5,17,19
"1929",0,39,459,42497,70,6,16,18
"1930",0,36,452,46375,58,5,16,19
"1931",1,39,421,45565,164,6,17,19
"1932",0,33,428,40148,89,5,16,18
"1933",1,35,458,45597,42,5,17,19
"1934",1,43,445,45652,44,6,17,19
"1935",1,50,433,46607,131,6,18,21
"1936",1,38,443,45715,108,6,17,18
"1937",0,42,447,39718,118,6,16,18
"1938",1,36,450,44856,60,5,17,19
"1939",0,36,407,43394,125,5,17,19
"1940",0,33,465,38505,94,5,16,18
"1941",0,33,435,42354,147,5,17,18
"1942",1,31,421,43232,80,5,17,18
"1943",0,41,456,40092,59,5,16,19
"1944",1,34,439,44235,59,5,17,18
"1945",0,31,421,42953,139,5,17,18
"1946",1,34,441,50247,44,6,18,19
"1947",0,38,425,40134,92,5,17,18
"1948",0,36,436,42105,102,6,16,19
"1949",1,35,452,48264,29,6,18,19
"1950",1,36,456,44309,6,6,18,19
"1951",1,30,441,46773,43,6,17,19
"1952",1,33,463,45498,24,6,18,20
"1953",1,38,433,46835,101,6,18,20
"1954",0,38,455,44490,69,5,17,18
"1955",1,39,444,43073,96,6,17,19
"1956",1,36,477,43679,115,6,17,19
"1957",0,27,423,40220,151,5,16,17
"1958",0,32,447,39702,77,5,16,19
"1959",0,44,447,41301,136,5,17,19
"1960",1,32,414,45693,54,5,17,18
"1961",1,43,466,42225,94,6,18,19
"1962",1,43,446,47378,71,6,18,18
"1963",0,43,429,41216,127,5,17,18
"1964",1,33,418,44349,77,5,17,19
"1965",0,29,429,40734,51,6,17,18
"1966",0,32,439,39328,112,6,16,18
"1967",0,40,416,38454,66,6,16,18
"1968",1,34,446,44646,72,5,17,19
"1969",1,36,430,44536,101,5,17,19
"1970",1,33,457,42258,88,5,17,20
"1971",1,30,438,44612,114,5,17,19
"1972",0,40,424,45627,49,5,16,19
"1973",0,25,437,42247,130,5,17,18
"1974",1,32,440,45601,66,5,17,19
"1975",0,38,440,42457,71,5,17,18
"1976",1,37,468,47973,92,6,17,19
"1977",1,39,451,45347,51,6,18,20
"1978",1,51,452,43809,66,5,17,19
"1979",1,41,449,43606,24,6,18,19
"1980",1,33,436,44004,123,6,17,19
"1981",1,35,496,47363,46,5,18,19
"1982",1,41,461,44089,51,5,18,19
"1983",0,41,467,40008,80,5,16,17
"1984",1,30,478,47660,22,6,18,21
"1985",1,46,453,49048,18,6,19,20
"1986",1,30,419,43134,129,5,16,19
"1987",1,36,427,42866,71,5,18,19
"1988",0,36,446,42624,133,5,17,19
"1989",1,41,464,43668,20,5,17,18
"1990",0,26,447,42483,62,6,17,19
"1991",1,23,485,52590,26,6,19,20
"1992",0,36,425,41637,64,5,17,19
"1993",1,39,440,43495,62,5,18,20
"1994",0,41,444,41408,75,5,17,19
"1995",1,38,462,44336,143,6,17,19
"1996",1,34,465,42131,80,5,17,19
"1997",1,30,431,46549,37,6,17,19
"1998",1,35,437,42542,123,5,17,18
"1999",1,28,464,46089,86,6,18,19
"2000",1,21,446,46230,120,6,17,19
"2001",0,38,441,43297,105,6,17,19
"2002",0,47,427,41035,93,5,16,19
"2003",1,35,451,43463,99,5,17,19
"2004",1,39,480,44908,60,6,18,20
"2005",0,32,430,43299,94,5,16,18
"2006",1,25,413,46507,38,5,17,19
"2007",1,43,421,42392,20,6,17,18
"2008",1,37,449,44256,47,6,17,19
"2009",0,31,438,39524,69,5,16,18
"2010",1,21,439,43377,81,6,17,19
"2011",1,33,426,46419,105,5,18,19
"2012",1,56,447,44550,120,5,17,18
"2013",1,51,454,43498,32,5,17,21
"2014",1,41,439,43211,79,6,18,19
"2015",1,39,457,44653,7,5,17,19
"2016",0,43,415,41489,74,5,16,18
"2017",0,28,438,41827,87,5,17,18
"2018",1,35,441,43652,81,6,17,18
"2019",1,51,468,42121,123,5,18,19
"2020",0,27,465,38789,107,5,16,17
"2021",0,42,463,44509,128,5,17,19
"2022",1,23,453,44395,20,6,17,18
"2023",0,43,461,40408,92,5,17,18
"2024",0,37,425,42726,65,5,16,18
"2025",1,19,427,42770,103,5,17,19
"2026",1,34,484,48494,23,6,18,19
"2027",1,39,447,46888,117,6,17,18
"2028",1,36,451,42236,71,6,17,20
"2029",1,16,467,42619,31,5,17,18
"2030",0,34,404,38366,211,5,16,17
"2031",0,36,432,41006,54,6,17,19
"2032",0,31,439,42633,53,5,17,19
"2033",1,42,432,43318,8,5,17,19
"2034",0,28,440,37692,4,5,16,17
